Značka,Název,Cena,Úhlopříčka,Rozlišení,RAM (GB),Disk (GB),SSD,CPU
HP,HP EliteBook 865 G11,35690,16,1920x1200,16,1000.0,1,AMD Ryzen 5-8540U
HP,HP EliteBook 660 G11,32490,16,1920x1200,32,512.0,1,Intel Ultra 7-155U
MacBook,Air CZ 2024,37990,13.6,2560x1664,24,256.0,1,Apple M3
HP,HP EliteBook 1040 G11,47990,14,1920x1200,16,1000.0,1,Intel Ultra 7-155H
HP,HP Pavilion 16-af0434nc Sky,27990,16,2048x1280,16,1000.0,1,Intel Ultra 7-155U
MSI,MSI Prestige 16 AI Evo B1MG-004CZ,33990,16,2560x1600,32,1000.0,1,Intel Ultra 7-155H
Lenovo,IdeaPad Slim 3 15IRH8,18989,15.6,1920x1080,16,1000.0,1,Intel i7-13620H
Acer,Acer Swift 14 AI Steel,29990,14.5,2560x1600,16,1000.0,1,Snapdragon X Plus X1P-64-100
Acer,Acer Predator Triton Neo 16 Sparkly,43990,16,2560x1600,32,1000.0,1,Intel Ultra 9-185H
Lenovo,IdeaPad Pro 5 16IMH9,27989,16,2048x1280,16,512.0,1,Intel Ultra 7-155H
Dell,Dell Latitude 5450,36790,14,1920x1080,32,512.0,1,Intel Ultra 7-165U
Lenovo,Lenovo ThinkPad T14 Gen 5,42990,14,1920x1200,16,512.0,1,Intel Ultra 5-125U
ASUS,ASUS ExpertBook B3 B3404CVA-Q50664X,23463,14,1920x1200,16,1000.0,1,Intel i7-1360P
Lenovo,Lenovo ThinkPad T14 Gen 4,40790,14,1920x1200,16,512.0,1,Intel i5-1335U
ASUS,Vivobook 15 X1502VA-NJ878W,17490,15.6,1920x1080,16,1000.0,1,Intel i5-13420H
Microsoft,Surface Laptop7th Edition,42990,15,2496x1664,16,512.0,1,Snapdragon X Elite X1E-78-100
Lenovo,Lenovo ThinkBook 14 2-in-1 G4 IML,32290,14,1920x1200,16,512.0,1,Intel Ultra 5-125U
ASUS,Zenbook 14 UM3406KA-OLED122X Jade,30490,14,1920x1200,16,1000.0,1,AMD Ryzen AI 7-350
HP,HP 15-fd0967nc Moonlight,17990,15.6,1920x1080,16,512.0,1,Intel i5-1334U
Acer,Acer Extensa 15,17490,15.6,1920x1080,16,512.0,1,Intel i5-13420H
Acer,Aspire Go 14,14790,14,1920x1200,16,512.0,1,Intel Core 3 N355
Lenovo,Lenovo ThinkPad L13 2-in-1 Gen 5,35390,13.3,1920x1200,16,512.0,1,Intel Ultra 5-125U
Acer,Acer Nitro V 14,26990,14.5,2560x1600,16,1000.0,1,AMD Ryzen 7-8845HS
Acer,Acer Swift Go 16 Steel,24990,16,3200x2000,16,1000.0,1,Intel Ultra 7-155U
HP,ProBook 460 G11,26990,16,1920x1200,16,512.0,1,Intel Ultra 7-155U
ASUS,TUF Gaming F16 FX607VU-RL017,22490,16,1920x1200,16,512.0,1,Intel Core 5-210H
ASUS,Vivobook S 16 OLED M5606KA-OLED045W,29490,16,2880x1800,16,1000.0,1,AMD Ryzen AI 7-350
ASUS,ASUS ExpertBook P5 P5405CSA-ULTRA5X,23990,14,2560x1600,16,512.0,1,Intel Ultra 5-226V
Acer,Acer Nitro V 15,26490,15.6,1920x1080,32,1000.0,1,AMD Ryzen 5-7535HS
HP,HP EliteBook 645 G11,25490,14,1920x1200,16,512.0,1,AMD Ryzen 5-7535U
MacBook,Air SK 2024,38990,13.6,2560x1664,24,512.0,1,Apple M3
ASUS,ChromeBook CM1 CM1402FM2A-EC0134 Gravity,8690,14,1920x1080,8,128.0,1,MediaTek Kompanio 520
HP,HP 17-cn4007nc,24090,17.3,1920x1080,16,512.0,1,Intel Core 7-150U
Lenovo,Yoga 6 13ABR8 Dark Teal Lenovo,21490,13.3,1920x1200,16,512.0,1,AMD Ryzen 7-7730U
HP,HP EliteBook 840 G10 3 roky ONSITE,34990,14,2560x1600,32,1000.0,1,Intel i5-1340P
ASUS,Vivobook 16 X1605VA-MB1268W Indie,22990,16,1920x1200,32,1000.0,1,Intel i7-13620H
Lenovo,IdeaPad Slim 5 14Q8X9,26989,14,1920x1200,32,1000.0,1,Snapdragon X Plus X1P-42-100
Lenovo,Lenovo ThinkBook 14 2-in-1 G4 IML,31190,14,1920x1200,16,1000.0,1,Intel Ultra 5-125U
MacBook,Air SK 2024,33945,15.3,2880x1864,8,256.0,1,Apple M3
Lenovo,IdeaPad Slim 5 14IRH10,24989,14,1920x1200,32,1000.0,1,Intel i7-13620H
ASUS,Vivobook S 14 OLED M5406KA-OLED108X,30490,14,1920x1200,24,1000.0,1,AMD Ryzen AI 7-350
Acer,Acer Nitro V 15,28990,15.6,1920x1080,32,1000.0,1,Intel i7-13620H
HP,ProBook 450 G10,22490,15.6,1920x1080,8,512.0,1,Intel i5-1334U
Acer,Aspire 5 15 Steel,26590,15.6,1920x1080,32,1000.0,1,Intel i7-13620H
ASUS,ASUS ExpertBook P1 P1403CVA-S60424X,14725,14,1920x1080,8,512.0,1,Intel i3-1315U
Microsoft,Surface Laptop,38790,13.8,2304x1536,16,512.0,1,Snapdragon X Elite X1E-78-100
Acer,Aspire Go 17 Steel,12990,17.3,1920x1080,8,512.0,1,Intel Processor N150
ASUS,ASUS ExpertBook P1 P1503CVA-S71109X,18878,15.6,1920x1080,16,512.0,1,Intel i5-13420H
ASUS,TUF Gaming A15 FA506NC-HN039,18990,15.6,1920x1080,16,1000.0,1,AMD Ryzen 5-7535HS
Lenovo,IdeaPad Flex 5 14ABR8,13989,14,1920x1200,8,256.0,1,AMD Ryzen 3-7330U
ASUS,Vivobook 16 X1605VA-MB1949X Indie,24490,16,1920x1200,32,1000.0,1,Intel i7-13620H
ASUS,ASUS ExpertBook P3 P3405CVA-LY0011X,23990,14,1920x1200,16,1000.0,1,Intel i5-13420H
MSI,MSI Cyborg 15 A13VE-1693XCZ,22990,15.6,1920x1080,16,1000.0,1,Intel i5-13420H
ASUS,TUF Gaming A15 FA506NC-HN173W,21041,15.6,1920x1080,16,1000.0,1,AMD Ryzen 5-7535HS
ASUS,TUF Gaming A15 FA506NFR-HN078,17463,15.6,1920x1080,16,512.0,1,AMD Ryzen 7-7435HS
ASUS,Vivobook S16 S3607CA-RP001W Matte,22990,16,1920x1200,16,512.0,1,Intel Ultra 7-255H
ASUS,Vivobook 15 OLED M1505YA-OLED245W Indie,20490,15.6,1920x1080,16,1000.0,1,AMD Ryzen 7-7730U
HP,HP Pavilion 16-af0000nc,20990,16,1920x1200,16,512.0,1,Intel Ultra 5-125U
Dell,Dell Vostro 3440,19490,14,1920x1200,8,512.0,1,Intel i5-1335U
Lenovo,IdeaPad Slim 5 15ARP10 Seafoam,21989,15.1,2560x1600,16,1000.0,1,AMD Ryzen 7-7735HS
Lenovo,Lenovo ThinkBook 16 G6 IRL,20990,16,1920x1200,16,512.0,1,Intel i5-13420H
Lenovo,Lenovo ThinkPad L16 Gen 1,31290,16,1920x1200,16,1000.0,1,AMD Ryzen 7-PRO7735
Dell,Dell Vostro 3520,14490,15.6,1920x1080,8,512.0,1,Intel i5-1235U
Acer,Chromebook Plus Spin 514 Steel,19190,14,1920x1200,8,256.0,1,Intel Core 5-120U
Lenovo,Lenovo LOQ Essential 15IAX9E,17499,15.6,1920x1080,16,512.0,1,Intel i5-12450HX
Acer,Acer TravelMate P4 14 Slate,23990,14,1920x1200,16,512.0,1,Intel Core 5-120U
Acer,Acer Swift X 14 Steel,26990,14.5,2560x1600,16,1000.0,1,Intel Ultra 7-155H
ASUS,ASUS ExpertBook P1 P1503CVA-S70760X,24432,15.6,1920x1080,16,1000.0,1,Intel i7-13620H
Dell,Dell Vostro 3440,18290,14,1920x1200,8,512.0,1,Intel i5-1334U
ASUS,TUF Gaming A15 FA506NCR-HN008W,21490,15.6,1920x1080,16,512.0,1,AMD Ryzen 7-7435HS
HP,HP ZBook Power G11 A,61990,16,2560x1600,32,2000.0,1,AMD Ryzen 7-8845HS
Acer,Chromebook 314,9390,14,1920x1080,8,128.0,1,Intel Processor N100
VICTUS,VICTUS by HP 15-fa2703nc Mica,19490,15.6,1920x1080,16,512.0,1,Intel i5-13420H
Lenovo,Lenovo ThinkPad E14 Gen 5,28990,14,1920x1200,16,1000.0,1,Intel i7-1355U
Lenovo,IdeaPad Flex 5 14ALC7 Lenovo,16989,14,1920x1200,16,512.0,1,AMD Ryzen 5-5500U
Acer,Acer Swift Go 16 Ice,24990,16,3200x2000,16,1000.0,1,Intel i5-13420H
Acer,Aspire Go 15,14690,15.6,1920x1080,16,1000.0,1,AMD Ryzen 5-5625U
Acer,Aspire Go 15,15990,15.6,1920x1080,16,1000.0,1,Intel Core 3 N355
Lenovo,IdeaPad Flex 5 14ABR8 Lenovo,18989,14,1920x1200,16,1000.0,1,AMD Ryzen 5-7430U
ASUS,ASUS ExpertBook B5 B5404CMA-Q50492X,25490,14,1920x1200,32,1000.0,1,Intel Ultra 5-125H
Lenovo,IdeaPad Slim 3 15IRH8,19989,15.6,1920x1080,16,512.0,1,Intel i7-13620H
Lenovo,Lenovo LOQ 15IAX9I,17357,15.6,1920x1080,24,512.0,1,Intel i5-12450HX
ASUS,ASUS ExpertBook P1 P1503CVA-S70758X,17767,15.6,1920x1080,8,512.0,1,Intel i5-13420H
Acer,Aspire Go 17 Steel,15990,17.3,1920x1080,16,512.0,1,Intel Core 3 N355
HP,HP 15-fc0014nc,13690,15.6,1920x1080,16,512.0,1,AMD Ryzen 5-7520U
ASUS,ASUS ExpertBook B1 B1503CVA-S70656X,19990,15.6,1920x1080,16,512.0,1,Intel i5-13500H
Acer,Aspire Go 14,16990,14,1920x1200,16,512.0,1,Intel i5-13420H
Acer,Aspire Go 15,15990,15.6,1920x1080,16,512.0,1,Intel i5-13420H
ASUS,ASUS ExpertBook B3 B3404CMA-Q50225X,21990,14,1920x1200,16,512.0,1,Intel Ultra 5-125H
MacBook,Air CZ 2022,38990,13.6,2560x1664,16,1000.0,1,Apple M2
Acer,Aspire Go 15,12990,15.6,1920x1080,16,512.0,1,Intel Processor N150
Lenovo,Lenovo ThinkPad T14 Gen 4 Thunder,53990,14,1920x1200,32,512.0,1,Intel i7-1355U
MacBook,Pro MAX CZ 2023,94690,16.2,3456x2234,36,1000.0,1,Apple M3
Microsoft,Surface Laptop Studio 2,65990,14.4,2400x1600,16,512.0,1,Intel i7-13700H
Acer,Acer Nitro V 15,21990,15.6,1920x1080,16,512.0,1,AMD Ryzen 5-6600H
Acer,Aspire Go 15 Steel,15990,15.3,1920x1200,16,512.0,1,Intel i5-1334U
Lenovo,Lenovo ThinkPad X1 2-in-1 Gen 9 5G,73590,14,2880x1800,32,1000.0,1,Intel Ultra 7-155U
MacBook,Pro PRO MAX CZ 2024,95990,14.2,3024x1964,36,1000.0,1,Apple M4
OMEN,OMEN 17-cm2050nc Shadow,39990,17.3,2560x1440,32,1000.0,1,Intel i7-13700HX
Acer,Aspire Go 14,13490,14,1920x1200,8,512.0,1,Intel Core 3 N355
HP,HP Spectre x360 16-f2002nc OLED Nightfall,49990,16,3840x2400,32,2000.0,1,Intel i7-1360P
MacBook,Pro CZ 2024,61990,14.2,3024x1964,24,1000.0,1,Apple M4
Lenovo,Lenovo ThinkPad T14 Gen 5,51690,14,1920x1200,32,1000.0,1,Intel Ultra 7-155U
Lenovo,Lenovo ThinkPad T14 Gen 5,35990,14,1920x1200,16,512.0,1,AMD Ryzen 5-PRO8540
MacBook,Air CZ 2022,27990,13.6,2560x1664,16,256.0,1,Apple M2
Acer,Acer Predator Triton Neo 16 Sparkly,52990,16,3200x2000,32,1000.0,1,Intel Ultra 9-185H
Dell,Dell Precision 7780,85090,17.3,1920x1080,32,1000.0,1,Intel i7-13850HX
Acer,Chromebook Plus 514 Steel,12190,14,1920x1200,8,256.0,1,AMD Ryzen 5-7520C
ASUS,Zenbook Duo UX8406CA-OLED067X Basalt,56490,14,2880x1800,32,1000.0,1,Intel Ultra 7-255H
MacBook,Air CZ 2022,35990,13.6,2560x1664,16,512.0,1,Apple M2
ASUS,ROG Zephyrus G16 GU603VV-NEBULA078W,46990,16,2560x1600,32,1000.0,1,Intel i7-13620H
ASUS,Zenbook Duo UX8406CA-OLED068X Basalt,84490,14,2880x1800,32,2000.0,1,Intel Ultra 9-285H
MacBook,Pro PRO CZ 2024,95990,14.2,3024x1964,48,2000.0,1,Apple M4
MSI,MSI Stealth A16 AI,55990,16,2560x1600,32,1000.0,1,AMD Ryzen AI 9-HX370
MacBook,Pro PRO CZ 2024,80990,16.2,3456x2234,24,1000.0,1,Apple M4
Acer,Acer Swift Go 16 Steel,21990,16,3200x2000,16,512.0,1,Intel Ultra 5-125U
MacBook,Air CZ 2024,45890,15.3,2880x1864,24,512.0,1,Apple M3
Lenovo,Lenovo ThinkPad T14s Gen 4 Deep touch,55990,14,1920x1200,32,1000.0,1,Intel i7-1355U
HP,HP EliteBook 660 G11,30990,16,1920x1200,16,512.0,1,Intel Ultra 5-125U
HP,HP ZBook Power G11 A,45490,16,1920x1200,16,1000.0,1,AMD Ryzen 7-8845HS
Lenovo,Lenovo ThinkBook 13x G4 IMH,37190,13.5,2880x1920,16,512.0,1,Intel Ultra 5-125H
Lenovo,Lenovo ThinkBook 16 G7 IML,26990,16,1920x1200,16,1000.0,1,Intel Ultra 7-155H
Lenovo,Lenovo ThinkPad X1 2-in-1 Gen 9,68990,14,1920x1200,64,1000.0,1,Intel Ultra 7-165U
Microsoft,Surface Pro,58890,13,2880x1920,32,1000.0,1,Snapdragon X Elite X1E-80-100
ASUS,ASUS ExpertBook B5 B5404CMA-Q50493X,28322,14,1920x1200,32,1000.0,1,Intel Ultra 5-125H
Lenovo,Lenovo ThinkPad X1 2-in-1 Gen 9 Lenovo,61490,14,1920x1200,32,1000.0,1,Intel Ultra 7-155U
Lenovo,IdeaPad Slim 5 16IMH9,23989,16,1920x1200,16,1000.0,1,Intel Ultra 7-155H
Lenovo,Lenovo ThinkPad T14s Gen 4 Deep,48990,14,1920x1200,16,512.0,1,Intel i5-1335U
MacBook,Pro CZ 2024,54490,14.2,3024x1964,16,512.0,1,Apple M4
Acer,Acer Swift Go 14 EVO,29990,14,2880x1800,32,1000.0,1,Intel Ultra 9-185H
MacBook,Air CZ 2022,41990,13.6,2560x1664,16,1000.0,1,Apple M2
Dell,Dell Latitude 3550,20590,15.6,1920x1080,8,512.0,1,Intel i5-1335U
Dell,Dell Latitude 7455 Touch,34890,14,2560x1600,16,512.0,1,Snapdragon X Plus X1P-64-100
Lenovo,Lenovo ThinkBook 14 G7 ARP,17690,14,1920x1200,16,512.0,1,AMD Ryzen 3-7335U
MacBook,Pro PRO MAX CZ 2024,95990,16.2,3456x2234,36,1000.0,1,Apple M4
MacBook,Air CZ 2024,49990,13.6,2560x1664,16,2000.0,1,Apple M3
Lenovo,Lenovo ThinkPad T16 Gen 2 Thunder,38790,16,1920x1200,16,512.0,1,AMD Ryzen 5-7540U
ASUS,ASUS ExpertBook P1 P1503CVA-S70264X,16832,15.6,1920x1080,8,512.0,1,Intel i5-13500H
Lenovo,Yoga Slim 7 15ILL9 AURA Edition,33990,15.3,2880x1800,16,512.0,1,Intel Ultra 7-256V
Acer,Aspire Spin 14 Steel,26990,14,1920x1200,32,1000.0,1,Intel Core 7-150U
Lenovo,IdeaPad Slim 5 16IMH9,23989,16,2048x1280,16,1000.0,1,Intel Ultra 5-125H
MacBook,Pro PRO MAX CZ 2024,149990,16.2,3456x2234,,128.0,1,Apple M4
Lenovo,Lenovo ThinkBook 16 G7 ARP,22290,16,1920x1200,16,1000.0,1,AMD Ryzen 7-7735HS
Acer,Acer Swift Go 16 Steel,23990,16,1920x1200,16,1000.0,1,Intel Ultra 7-155U
Lenovo,Lenovo ThinkBook 16 G7 IML,22990,16,1920x1200,16,1000.0,1,Intel Ultra 5-125U
MSI,MSI Summit E16 AI Evo A1MTG-014CZ,39990,16,2560x1600,32,1000.0,1,Intel Ultra 7-155H
Lenovo,Lenovo ThinkPad X1 2-in-1 Gen 9,66790,14,1920x1200,32,1000.0,1,Intel Ultra 7-155U
Acer,Chromebook Plus 515 Steel dotykový,15190,15.6,1920x1080,8,256.0,1,Intel i5-1335U
MSI,MSI Raider 18 HX AI A2XWIG-042CZ,119990,18,3840x2400,64,4000.0,1,Intel Ultra 9-285HX
ASUS,TUF Gaming A14 FA401UU-RG004W Jaeger,33878,14,2560x1600,16,1000.0,1,AMD Ryzen 7-8845HS
HP,HP ZBook Firefly 14 G11,34490,14,1920x1200,32,512.0,1,Intel Ultra 5-125H
Lenovo,Lenovo ThinkPad L14 Gen 5,32990,14,1920x1200,16,1000.0,1,Intel Ultra 7-155U
Lenovo,Lenovo ThinkPad T14 Gen 2 LTE,41490,14,1920x1080,8,512.0,1,Intel i5-1135G7
Acer,Chromebook Spin 314 Sparkly,12190,14,1920x1200,8,128.0,1,Intel Processor N100
MSI,MSI Summit E13 AI Evo A1MTG-024CZ,35990,13.3,1920x1200,32,1000.0,1,Intel Ultra 7-155H
HP,HP 250R G9 Dark Ash,14490,15.6,1920x1080,8,256.0,1,Intel i3-1315U
HP,HP OmniBook X 14-fe0911nc Meteor,35490,14,2240x1400,32,1000.0,1,Snapdragon X Elite X1E-78-100
MacBook,Air International 2024,37990,15.3,2880x1864,8,512.0,1,Apple M3
Acer,Acer Swift Go 14 AI Steel,24690,14.5,1920x1200,16,1000.0,1,Snapdragon X Plus X1P-42-100
OMEN,OMEN Transcend 16-u0910nc Shadow II Core Wireless,62990,16,2560x1600,32,2000.0,1,Intel i9-14900HX
HP,ProBook 460 G11 LTE,26490,16,1920x1200,16,512.0,1,Intel Ultra 5-125U
Lenovo,IdeaPad Slim 5 15IRH9,19989,15.3,1920x1200,32,1000.0,1,Intel i5-13420H
Microsoft,Surface Laptop,42990,15,2496x1664,16,512.0,1,Snapdragon X Elite X1E-78-100
Lenovo,Lenovo ThinkPad T14s Gen 5,42990,14,1920x1200,16,512.0,1,Intel Ultra 5-125U
MacBook,Air CZ 2024,56990,13.6,2560x1664,24,2000.0,1,Apple M3
Lenovo,Lenovo ThinkPad P16s Gen 2 Villi,34490,16,1920x1200,16,512.0,1,AMD Ryzen 5-7540U
MacBook,Air RUS 2022,33798,13.6,2560x1664,16,1000.0,1,Apple M2
MacBook,Pro PRO US 2024,97490,16.2,3456x2234,48,1000.0,1,Apple M4
MSI,MSI Summit A16 AI,49990,16,2560x1600,32,1000.0,1,AMD Ryzen AI 9-365
Lenovo,IdeaPad Pro 5 16IMH9,32989,16,2048x1280,16,1000.0,1,Intel Ultra 7-155H
Lenovo,Lenovo ThinkPad P14s Gen 4 Villi,32790,14,1920x1200,16,512.0,1,AMD Ryzen 5-7540U
HP,HP EliteBook 840 G11,37990,14,1920x1200,16,1000.0,1,Intel Ultra 5-125H
Lenovo,Lenovo ThinkPad L13 Gen 5,31990,13.3,1920x1200,16,512.0,1,Intel Ultra 5-125U
Lenovo,Lenovo ThinkPad P16v Gen 1 Thunder,75790,16,3840x2400,32,1000.0,1,AMD Ryzen 9-7940HS
Acer,Acer Nitro V 14,31990,14.5,2560x1600,32,1000.0,1,AMD Ryzen 7-8845HS
Acer,Chromebook Plus Spin 514 Steel,15990,14,1920x1200,8,256.0,1,Intel Core 3 100U
MacBook,Air SK 2024,41540,15.3,2880x1864,24,512.0,1,Apple M3
Acer,Chromebook Vero 514 PC,14390,14,1920x1080,8,256.0,1,Intel i5-1235U
Acer,Acer Swift 14 AI EVO Steam,39490,14,2880x1800,32,1000.0,1,Intel Ultra 7-258V
MacBook,Pro PRO MAX US 2024,145490,14.2,3024x1964,,128.0,1,Apple M4
ASUS,Vivobook 16 X1605VA-MB1267W Indie,19463,16,1920x1200,16,1000.0,1,Intel i7-13620H
Acer,Acer Nitro V 14,24990,14.5,1920x1200,16,1000.0,1,AMD Ryzen 5-8645HS
Dell,Dell Precision 3480,42490,14,1920x1080,16,512.0,1,Intel i7-1360P
Lenovo,IdeaPad Slim 3 14IRH8,15989,14,1920x1080,16,1000.0,1,Intel i7-13620H
Acer,Acer Swift 16 AI EVO Ice,41990,16,2880x1800,32,1000.0,1,Intel Ultra 9-288V
Acer,Chromebook Plus Spin 714 Steel,22990,14,1920x1200,8,256.0,1,Intel Ultra 5-115U
Acer,Acer TravelMate P2 16 Steel,22190,16,1920x1200,16,512.0,1,AMD Ryzen 7-7735U
Lenovo,Yoga Slim 6 14IRH8,18490,14,1920x1200,16,512.0,1,Intel i5-13500H
MacBook,Air CZ 2024,61990,13.6,2560x1664,24,2000.0,1,Apple M3
ASUS,Chromebook Flip CX1 CX1400FKA-EC0077 Transparent,9147,14,1920x1080,8,128.0,1,Intel Celeron N5100
HP,HP OmniBook X 14-fe0900nn Meteor,36990,14,2240x1400,16,1000.0,1,Snapdragon X Elite X1E-78-100
MacBook,Pro PRO US 2024,92990,16.2,3456x2234,48,1000.0,1,Apple M4
Lenovo,Lenovo ThinkBook 16 G7 QOY,23990,16,1920x1200,16,512.0,1,Snapdragon X Plus X1P-42-100
MacBook,Pro PRO US 2024,83990,14.2,3024x1964,48,1000.0,1,Apple M4
Lenovo,Lenovo ThinkBook 16 G7 IML,22990,16,1920x1200,16,1000.0,1,Intel Ultra 5-125U
Lenovo,Lenovo ThinkPad X12 Detachable Gen 2 Lenovo,49790,12.3,1920x1280,16,512.0,1,Intel Ultra 5-134U
HP,HP ENVY x360 16-ac0433nc,30990,16,1920x1200,16,1000.0,1,Intel Ultra 5-125U
HP,HP EliteBook Ultra G1i 14,60490,14,2880x1800,32,1000.0,1,Intel Ultra 7-258V
HP,Pro x360 435 G10,20990,13.3,1920x1080,8,512.0,1,AMD Ryzen 5-7530U
Lenovo,Yoga Pro 9 14IRP8 Tidal Teal,44989,14.5,3072x1920,32,1000.0,1,Intel i7-13705H
MacBook,Air US 2024,43990,15.3,2880x1864,16,512.0,1,Apple M3
Lenovo,Lenovo ThinkPad T14s Gen 6,54490,14,1920x1200,32,1000.0,1,AMD Ryzen AI 7-PRO360
Acer,Acer Nitro V 15,23690,15.6,1920x1080,16,1000.0,1,AMD Ryzen 5-7535HS
Lenovo,IdeaPad Slim 5 16IMH9,21989,16,2048x1280,16,512.0,1,Intel Ultra 5-125H
Acer,Acer TravelMate P4 Spin 14 Slate,23990,14,1920x1200,16,512.0,1,Intel i5-1335U
Lenovo,Lenovo ThinkPad P16v Gen 1 Thunder,41390,16,1920x1200,16,512.0,1,AMD Ryzen 5-7640HS
HP,HP OmniBook Ultra Flip 14-fh0002nc,59990,14,2880x1800,32,2000.0,1,Intel Ultra 9-288V
Lenovo,IdeaPad Flex 5 14IAU7 Lenovo,15989,14,1920x1200,8,256.0,1,Intel i5-1334U
Acer,Acer Nitro V 15,22990,15.6,1920x1080,16,1000.0,1,Intel i5-13420H
Acer,Acer Swift 14 AI,37990,14,1920x1200,32,1000.0,1,AMD Ryzen AI 9-365
Lenovo,Lenovo ThinkPad P16v Gen 1 Thunder,58590,16,1920x1200,16,512.0,1,Intel i7-13700H
Lenovo,Lenovo ThinkPad P14s Gen 4 Villi,49990,14,1920x1200,16,512.0,1,Intel i7-1370P
Microsoft,Surface Laptop 7 for business,72990,15,2496x1664,32,512.0,1,Intel Ultra 7-268V
Lenovo,Lenovo ThinkPad T14s Gen 6,58190,14,1920x1200,32,1000.0,1,Snapdragon X Elite X1E-78-100
Acer,Acer Swift Go 14,24990,14,2240x1400,16,1000.0,1,Intel Ultra 7-155U
Lenovo,Lenovo ThinkBook 14 G7 IML,20390,14,1920x1200,16,512.0,1,Intel Ultra 5-125U
ASUS,Vivobook 16 X1607QA-MB062W,19989,16,1920x1200,16,1000.0,1,Snapdragon X X1-26-100
Acer,Acer TravelMate P2 16 Steel,26390,16,1920x1200,16,1000.0,1,Intel Core 7-150U
Lenovo,Lenovo ThinkPad L13 Gen 5,37090,13.3,1920x1200,16,1000.0,1,Intel Ultra 7-155U
ASUS,ASUS ExpertBook P1 P1503CVA-NJ0202X,15253,15.6,1920x1080,8,256.0,1,Intel i3-1315U
Dell,Dell Latitude 9450 2v1 Touch,63390,14,2560x1600,32,512.0,1,Intel Ultra 7-165U
Lenovo,Lenovo ThinkPad L16 Gen 1,36190,16,1920x1200,16,1000.0,1,Intel Ultra 7-155U
Lenovo,Yoga Slim 9 14ILL10 Tidal Teal,57989,14,3840x2400,32,1000.0,1,Intel Ultra 7-258V
Acer,Aspire Spin 14 Steel Wacom,21490,14,1920x1200,16,512.0,1,Intel Ultra 5-115U
HP,HP OmniBook Ultra Flip 14-fh0351nc Athmospheric,39990,14,2880x1800,16,1000.0,1,Intel Ultra 5-226V
Acer,Acer TravelMate P2 16 Steel,18990,16,1920x1200,8,512.0,1,AMD Ryzen 5-PRO7535
Lenovo,Lenovo ThinkPad X13 Gen 4 Deep,46590,13.3,1920x1200,16,512.0,1,AMD Ryzen 5-PRO7540
HP,HP EliteBook X G1i 14,60490,14,2560x1600,32,1000.0,1,Intel Ultra 7-258V
Lenovo,Yoga Slim 7 14Q8X9 Cosmic,30990,14.5,2944x1840,16,512.0,1,Snapdragon X Plus X1P-64-100
Acer,Acer TravelMate P2 16 Steel,22490,16,1920x1200,16,512.0,1,Intel Core 5-120U
Lenovo,IdeaPad Slim 3 14IRH8,15989,14,1920x1080,16,1000.0,1,Intel i7-13620H
Acer,Aspire Go 15,9990,15.6,1920x1080,8,512.0,1,Intel Processor N150
MacBook,Air SK 2024,34990,13.6,2560x1664,8,512.0,1,Apple M3
Acer,Acer TravelMate P2 15,20990,15.6,1920x1080,16,512.0,1,Intel Core 5-120U
MacBook,Pro PRO CZ 2024,91490,16.2,3456x2234,48,512.0,1,Apple M4
HP,HP EliteBook 1040 G11,54990,14,1920x1200,32,1000.0,1,Intel Ultra 7-155H
Dell,Dell Vostro 3440,17790,14,1920x1200,8,512.0,1,Intel i5-1335U
Lenovo,Lenovo ThinkPad X13 Gen 2 Villi,33190,13.3,1920x1200,8,256.0,1,Intel i5-1145G7
MacBook,Pro PRO US 2024,76490,14.2,3024x1964,24,1000.0,1,Apple M4
Lenovo,Lenovo ThinkBook 16 G7 QOY,26990,16,1920x1200,16,512.0,1,Snapdragon X Plus X1P-42-100
MacBook,Air SK 2024,50505,15.3,2880x1864,24,1000.0,1,Apple M3
Acer,Aspire 16 Steel,26990,16,1920x1200,32,1000.0,1,Intel Ultra 7-155H
Lenovo,Yoga 7 2-in-1 14ILL10 Lenovo,36989,14,2880x1800,16,1000.0,1,Intel Ultra 7-256V
HP,HP 15-fd1037nc,25990,15.6,1920x1080,32,1000.0,1,Intel Ultra 7-155H
MSI,MSI Prestige 14 AI,42890,14,2880x1800,32,1000.0,1,Intel Ultra 7-258V
Acer,Acer TravelMate P2 16 Steel,18690,16,1920x1200,16,512.0,1,Intel Core 3 100U
Acer,Aspire 17 Steel,18990,17.3,1920x1080,16,512.0,1,Intel Core 3 100U
ASUS,TUF Gaming A15 FA506NC-HN032W,21490,15.6,1920x1080,16,1000.0,1,AMD Ryzen 5-7535HS
Acer,Aspire Go Spin,16990,14,1920x1200,16,512.0,1,Intel Core 3 N355
Acer,Aspire Go Spin,13990,14,1920x1200,8,512.0,1,Intel Processor N150
Acer,Acer Extensa 215 Steel,13990,15.6,1920x1080,8,512.0,1,Intel Core 3 100U
Acer,Chromebook Spin 314 Sparkly,14290,14,1920x1200,8,256.0,1,Intel i3-N305
Acer,Acer Swift 14 AI EVO Steam,31990,14,2880x1800,16,1000.0,1,Intel Ultra 5-226V
HP,HP 15-fd1969nc Moonlight,19990,15.6,1920x1080,16,512.0,1,Intel Ultra 5-125H
Acer,Aspire Go 15,10990,15.6,1920x1080,8,512.0,1,AMD Ryzen 5-5625U
HP,HP 15-fd0968nc,19990,15.6,1920x1080,16,1000.0,1,Intel i5-1334U
